Date,Open,High,Low,Close,Volume
1994/8/22,4.2935,4.3617,4.2663,4.3344,82915
1994/8/23,4.3616,4.4162,4.3616,4.3753,108169
1994/8/24,4.3753,4.4434,4.3208,4.4298,129061
1994/8/25,4.4571,4.4979,4.3344,4.3753,193919
1994/8/26,4.3753,4.4573,4.3617,4.43,174837
1994/8/29,4.4573,4.553,4.4437,4.5257,296863
1994/8/30,4.4983,4.7171,4.4573,4.7171,271266
1994/8/31,4.6898,4.7035,4.6352,4.6625,272890
1994/9/1,4.6352,4.6625,4.5941,4.6625,88688
1994/9/2,4.6624,4.6761,4.5667,4.6351,93763
1994/9/6,4.6351,4.6351,4.5667,4.5804,58541
1994/9/7,4.5668,4.5804,4.5121,4.5531,76306
1994/9/8,4.5804,4.6488,4.5667,4.6351,101026
1994/9/9,4.5804,4.6077,4.5257,4.5804,142984
1994/9/12,4.5531,4.5668,4.5258,4.5531,63092
1994/9/13,4.5668,4.6215,4.5531,4.6078,123778
1994/9/14,4.6078,4.6624,4.5667,4.6351,75168
1994/9/15,4.6488,4.6761,4.6351,4.6761,151210
1994/9/16,4.6624,4.6624,4.5941,4.6214,316902
1994/9/19,4.6078,4.6625,4.6078,4.6488,80112
1994/9/20,4.6214,4.6214,4.5394,4.5531,218416
1994/9/21,4.5257,4.5257,4.307,4.43,342193
1994/9/22,4.4437,4.4574,4.3343,4.348,229312
1994/9/23,4.3479,4.3479,4.1292,4.2112,227864
1994/9/26,4.1292,4.1702,4.1292,4.1429,110564
1994/9/27,4.1292,4.1839,4.1156,4.1839,140754
1994/9/28,4.1702,4.1839,4.1292,4.1429,160968
1994/9/29,4.1292,4.1702,4.1155,4.1702,224539
1994/9/30,4.1565,4.1838,4.1155,4.1155,149721
1994/10/3,4.1292,4.1429,4.0335,4.0335,158080
1994/10/4,4.0335,4.0471,3.9241,3.9651,396751
1994/10/5,3.9514,3.9514,3.8421,3.8694,389268
1994/10/6,3.883,3.883,3.801,3.8147,275860
1994/10/7,3.8147,3.842,3.7874,3.8147,317731
1994/10/10,3.8421,3.9241,3.8421,3.9104,145347
1994/10/11,3.9241,3.9514,3.8694,3.8694,177723
1994/10/12,3.8694,3.9514,3.8557,3.9104,207038
1994/10/13,3.9652,4.0062,3.9515,3.9515,167751
1994/10/14,3.9515,3.9925,3.9242,3.9925,362672
1994/10/17,3.9789,4.0335,3.9789,4.0062,248126
1994/10/18,4.0198,4.0335,3.9651,4.0335,225022
1994/10/19,4.0198,4.1018,4.0062,4.0745,192907
1994/10/20,4.0608,4.0608,3.8968,3.9241,159610
1994/10/21,3.9104,3.9104,3.8011,3.8831,217147
1994/10/24,3.8831,3.9515,3.8831,3.9378,158737
1994/10/25,3.8831,3.9241,3.8147,3.8694,183280
1994/10/26,3.8968,4.0062,3.8968,3.9925,145436
1994/10/27,4.0198,4.1292,4.0062,4.1292,214784
1994/10/28,4.1156,4.3343,4.1019,4.307,314543
1994/10/31,4.2796,4.3069,4.2112,4.2249,187087
1994/11/1,4.2112,4.2249,4.1566,4.1839,141104
1994/11/2,4.1839,4.2249,4.1292,4.1292,139135
1994/11/3,4.1292,4.1429,4.0882,4.1292,191026
1994/11/4,4.1156,4.1429,3.9788,3.9925,73681
1994/11/7,4.0199,4.0609,3.9515,4.0609,174577
1994/11/8,4.0609,4.1429,4.0609,4.0882,93282
1994/11/9,4.1291,4.2112,4.0881,4.1018,133270
1994/11/10,4.1156,4.1429,4.0199,4.0609,138130
1994/11/11,4.0335,4.0472,3.9652,4.0062,90045
1994/11/14,4.0335,4.1155,4.0198,4.1155,77223
1994/11/15,4.0882,4.1292,4.0745,4.1155,99012
1994/11/16,4.1019,4.1019,4.0062,4.0062,68080
1994/11/17,4.0198,4.0198,3.8967,3.9104,178161
1994/11/18,3.9104,3.9241,3.8147,3.8557,211981
1994/11/21,3.8831,3.8968,3.7874,3.7874,151342
1994/11/22,3.7737,3.8147,3.719,3.719,117564
1994/11/23,3.7328,3.7738,3.6644,3.7601,369674
1994/11/25,3.7874,3.8148,3.7737,3.8011,62662
1994/11/28,3.7874,3.8285,3.7737,3.8148,164536
1994/11/29,3.7874,3.8148,3.7325,3.7737,110702
1994/11/30,3.8012,3.8835,3.76,3.8423,203532
1994/12/1,3.8423,3.856,3.8149,3.8286,163572
1994/12/2,3.8423,3.8697,3.8286,3.856,117727
1994/12/5,3.8697,3.8972,3.7737,3.7874,152638
1994/12/6,3.76,3.8423,3.76,3.7737,97265
1994/12/7,3.705,3.7188,3.5816,3.609,276335
1994/12/8,3.5953,3.609,3.4718,3.5404,393714
1994/12/9,3.5541,3.6364,3.5129,3.5541,219074
1994/12/12,3.5541,3.5815,3.5267,3.5541,95815
1994/12/13,3.5542,3.609,3.5542,3.5953,185045
1994/12/14,3.609,3.7187,3.609,3.705,115662
1994/12/15,3.7599,3.7599,3.6776,3.6913,108812
1994/12/16,3.6913,3.7462,3.6639,3.6913,246605
1994/12/19,3.6776,3.705,3.6639,3.6776,131911
1994/12/20,3.6776,3.7187,3.6776,3.705,352123
1994/12/21,3.6914,3.7599,3.6914,3.7325,245159
1994/12/22,3.7462,3.7599,3.7051,3.7188,154526
1994/12/23,3.7325,3.7599,3.7051,3.7188,68590
1994/12/27,3.7188,3.7325,3.6776,3.7188,133843
